Media,title,article
But when it comes to recklessness it's hard to outdo Sen. Mazie Hirono, who told male colleagues and the men of America to ""shut up"" and ""do the right thing for a change,"" which is to believe Ms. Ford regardless of facts. Like the Queen of Hearts, she believes ""Sentence first -- verdict afterwards."" When asked about Judge Kavanaugh's denials, Ms. Hirono suggested he's not entitled to the presumption of innocence because of his conservative judicial philosophy. She then signed a fundraising appeal for MoveOn.org to help make Judge Kavanaugh's nomination ""an electoral issue . . . to make sure this costs Republicans extra seats.""

Senate Judiciary Democrats have endorsed as acceptable (1) disruptive tactics unworthy of even a Third World country, (2) the presumption of guilt instead of innocence, and (3) determining a man guilty by accusation alone, even if the weight of evidence points the other way, so long as it suits their ideological agenda. Republicans should refuse to bow to such methods. They should also decline to resort to them when the tables are turned.

Both parties will suffer politically if they lose. The Republican base will be furious at its leadership if Judge Kavanaugh is defeated or his nomination withdrawn. The Democratic base will be demoralized if he is confirmed -- although it will also use his presence on the Supreme Court to gin up turnout among liberal women and attack the GOP.

I know Brett Kavanaugh, who is a former White House colleague. In hard times for our nation after 9/11, I came to deeply admire Brett's character, intellect and integrity. His reputation was spotless until Democrats began acting like a mob. Judge Kavanaugh deserves better than this sordid process. More importantly, the country does."

wsj,U.S. News: Inside the Room: Key Exchanges,"Some notable moments in Thursday's hearing:

Sen. Dianne Feinstein (D., Calif.): You were very clear about the attack. Being pushed into the room, you say you don't know quite by whom, but that it was Brett Kavanaugh that covered your mouth to prevent you from screaming, and then you escaped. How are you so sure that it was he?

Dr. Christine Blasey Ford: The same way that I'm sure that I'm talking to you right now. It's -- just basic memory functions. And also just the level of norepinephrine and epinephrine in the brain that, sort of, as you know, encodes -- that neurotransmitter encodes memories into the hippocampus. And so, the trauma-related experience, then, is kind of locked there, whereas other details kind of drift.

Sen. Feinstein: So what you are telling us is this could not be a case of mistaken identity?

Dr. Ford: Absolutely not.

---

Sen. Patrick Leahy (D., Vt.): What is the strongest memory you have, the strongest memory of the incident, something that you cannot forget?

Dr. Ford: Indelible in the hippocampus is the laughter, the laugh -- the uproarious laughter between the two, and their having fun at my expense.

---

Rachel Mitchell: Have you also educated yourself on the best way to get to memory and truth, in terms of interviewing victims of trauma? . . . Would you believe me if I told you that there's no study that says that this setting in five-minute increments is the best way to do that?

(laughter)

Ford attorney Michael Bromwich: We'll stipulate to that.

---

Judge Brett Kavanaugh: There is a bright line between drinking beer, which I gladly do, and which I fully embrace, and sexually assaulting someone, which is a violent crime. If every American who drinks beer or every American who drank beer in high school is suddenly presumed guilty of sexual assault, will be an ugly, new place in this country. I never committed sexual assault.

---

Sen. Dick Durbin (D., Ill.): You started off with an impassioned statement at the beginning, and I can imagine -- try to imagine what you have been through and your family has been through and I'm sure I wouldn't get close to it.

Judge Kavanaugh: No, you wouldn't.

Sen. Durbin: I'm sure I wouldn't. It's an impassioned statement, and in the course of it you said I welcome any kind of investigation. I quote you.

I've got a suggestion for you: Right now, turn to your left in the front row to Don McGahn, counsel to President Donald Trump. Ask him to suspend this hearing and nomination process until the FBI completes its investigation of the charges made by Dr. Ford and others.

---

Sen. Lindsey Graham (R., S.C.): Do you consider that you've been through a job interview?

Judge Kavanaugh: I've been through a process of advice and consent under the Constitution which --

Sen. Graham: Would you say you've been through hell?

Judge Kavanaugh: I've been through hell and then some.

Sen. Graham: This is not a job interview. This is hell. This is going to destroy the ability of good people to come forward because of this crap.

---

Sen. Orrin Hatch (R., Utah): I hate to say this but this is worse than Robert Bork, and I didn't think it could get any worse than that. This is worse than Clarence Thomas, and I didn't think it could get any worse than that. This is a national disgrace the way you're being treated."

wsj,Tomorrow's Elite Lawyers Disavow Due Process,"At last count more than 1,700 law professors have signed an open letter complaining that Judge Brett Kavanaugh ""displayed a lack of judicial temperament"" in responding to uncorroborated sexual assault accusations against him. In his 12 years on the federal bench, Judge Kavanaugh has produced ample evidence of his judicial temperament. If anyone's temperament should be of concern to these professors, it's that of their students, enthralled by identity politics and victim ideology.

Immediately after President Trump nominated Judge Kavanaugh in July, hundreds of Yale law students, alumni and faculty signed a petition claiming the nomination presented an ""emergency . . . for our safety."" When Christine Blasey Ford's allegations became public in September, Yale law students convened a town hall to combat a ""culture"" on campus ""that privileges power and prestige over safety and wellness, [and] that precludes many of us from flourishing in this space.""
